# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# 对于 foundation / baseline1，WCRT 为确定性原始 WCRT；对于 baseline2，WCRT 为概率 WCRT 的统计值。
# ASIL 分组里的 wcrt_ratio 表示 WCRT/周期；signal_detail 里的 WCRT 列统一是原始 WCRT（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202648_205012\retry\msg_M5_5ecu_200signals_tab.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
foundation	0.62898399999999999	0.62898399999999999	200	49
baseline1	0.67270400000000019	0.67270400000000019	200	136
baseline2	0.36786405248128495	0.36786399999999997	200	0

# 按 ASIL 分组统计的 WCRT/周期 的 P95 结果。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	151	0.0027527152317880802	0.019800000000000002
foundation	B	21	0.0027725714285714285	0.00792
foundation	C	19	0.007286315789473685	0.041599999999999998
foundation	D	9	0.029142222222222222	0.0436
baseline1	A	151	0.0028605298013245077	0.019800000000000002
baseline1	B	21	0.0028868571428571428	0.0083199999999999993
baseline1	C	19	0.0077126315789473659	0.041599999999999998
baseline1	D	9	0.029164444444444444	0.0436
baseline2	A	151	0.061154251655629245	0.15323999999999996
baseline2	B	21	0.06488876190476188	0.13159999999999999
baseline2	C	19	0.0919578947368421	0.19439999999999999
baseline2	D	9	0.13948444444444444	0.23399999999999999

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	151	1.2851999915522473e-08	1.8791999823430371e-08
foundation	B	21	1.5480127347491482e-16	1.9380902129985275e-16
foundation	C	19	1.3903733391710744e-16	1.9380902129985275e-16
foundation	D	9	1.3283870245848964e-16	1.6488230188093269e-16
baseline1	A	151	5.4972715889096993e-09	1.8791999823430371e-08
baseline1	B	21	1.5820605055261753e-16	2.0943878096900196e-16
baseline1	C	19	1.5809876509395971e-16	2.7662341939919932e-16
baseline1	D	9	1.3213238247191535e-16	1.6517390187718504e-16
baseline2	A	151	3.5696978853361571e-14	1.6164847238542279e-13
baseline2	B	21	2.6433881538694202e-17	1.1102230246251565e-16
baseline2	C	19	1.9244364832380946e-15	3.6453270879061277e-14
baseline2	D	9	2.0251817236247843e-14	3.6453270879061277e-14

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	151	0
foundation	B	21	21
foundation	C	19	19
foundation	D	9	9
baseline1	A	151	87
baseline1	B	21	21
baseline1	C	19	19
baseline1	D	9	9
baseline2	A	151	0
baseline2	B	21	0
baseline2	C	19	0
baseline2	D	9	0

# 每个原始信号的明细指标。WCRT 列统一为原始 WCRT（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms
foundation	3279893664	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	3419175526	A	0	0	50	0	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	4216568460	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	4229556178	A	0	0	50	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	78183922	A	0	0	100	1	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	363100819	A	0	0	100	3	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	524297656	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	528112619	A	0	0	100	1	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	559759922	A	0	0	100	1	3	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	604581114	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	822036725	A	0	0	100	3	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	841654069	A	0	0	100	2	3	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	926531372	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	1088300852	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	1118149584	A	0	0	100	1	3	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	1376462981	A	0	0	100	1	0	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	1508596794	A	0	0	100	1	0	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	1533595252	A	0	0	100	0	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	1605488496	A	0	1	100	0	1	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	1608883955	A	0	0	100	3	0	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
foundation	1756216781	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	1815708448	A	0	0	100	1	0	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	1859301127	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	1860621852	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	2070695494	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	2097008076	A	0	0	100	0	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	2132539287	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	2134402776	A	0	0	100	3	1	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	2288396005	A	0	0	100	3	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	2290453159	A	0	0	100	2	3	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	2437796450	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	2446670854	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	2474614560	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	2516197425	A	0	1	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	2645834907	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	2782421624	A	0	0	100	0	1	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	3135315022	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	3237024432	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	3349462166	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	0.069599999999999995	1.8791999823430371e-08	0.069599999999999995
foundation	3401908672	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	0.047600000000000003	1.285199991741305e-08	0.047600000000000003
foundation	3443086970	A	0	0	100	0	2	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	3544157914	A	0	0	100	1	3	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
foundation	3549069885	A	0	0	100	0	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	3578559950	A	0	0	100	0	1	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	3750157913	A	0	0	100	0	1	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	3836448027	A	0	0	100	0	1	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	3972935248	A	0	0	100	1	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
foundation	4028126748	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	4149509099	A	0	0	100	1	2	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
foundation	4272981024	A	0	0	100	1	0	1	0	1.1771999930710009e-08	1	0.0436	1.1771999930710009e-08	0.0436
baseline1	145291079	D	3	0	1	1	3	2	1	1.1431886277770274e-16	2.7777777777777776e-15	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	614685431	D	3	0	1	4	2	2	1	1.1431886277770274e-16	2.7777777777777776e-15	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	1485650330	D	3	1	1	1	2	2	1	1.2615782258299533e-16	2.7777777777777776e-15	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1778470101	D	3	0	1	2	0	2	1	1.3857998236863647e-16	2.7777777777777776e-15	0.0436	1.3857998236863647e-16	0.0436
baseline1	4063005593	D	3	0	1	2	0	2	1	1.3857998236863647e-16	2.7777777777777776e-15	0.0436	1.3857998236863647e-16	0.0436
baseline1	2486704225	D	3	0	2	1	2	2	1	1.2615782258299533e-16	5.5555555555555552e-15	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	4251812955	D	3	0	2	0	1	2	1	1.1431886277770274e-16	5.5555555555555552e-15	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	290648546	D	3	0	5	1	0	2	1	1.5158534213368129e-16	1.388888888888889e-14	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	3991608196	D	3	0	10	2	0	2	1	1.6517390187718504e-16	2.7777777777777781e-14	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	3056872340	C	2	0	1	1	2	2	1	1.2615782258299533e-16	2.7777777777777774e-14	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1516648366	C	2	0	2	1	0	2	1	1.1431886277770274e-16	5.5555555555555549e-14	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	1035949382	C	2	0	5	2	1	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2081522424	C	2	0	5	0	2	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2888072604	C	2	1	5	0	2	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3267995113	C	2	0	5	2	3	2	1	1.1431886277770274e-16	1.388888888888889e-13	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	4232437735	C	2	0	5	3	1	2	1	1.1431886277770274e-16	1.388888888888889e-13	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	32603144	C	2	0	10	0	2	2	1	1.2615782258299533e-16	2.7777777777777779e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1673499897	C	2	0	10	0	1	2	1	2.7662341939919932e-16	2.7777777777777779e-13	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	2056195474	C	2	0	10	0	2	2	1	2.0943878096900196e-16	2.7777777777777779e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	3362915061	C	2	1	10	2	0	2	1	1.6517390187718504e-16	2.7777777777777779e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	3460769802	C	2	1	10	1	0	2	1	2.0943878096900196e-16	2.7777777777777779e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	4150613546	C	2	0	10	2	3	2	1	1.1431886277770274e-16	2.7777777777777779e-13	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	950242904	C	2	0	20	2	1	2	1	1.6517390187718504e-16	5.5555555555555559e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1592905069	C	2	0	20	2	0	2	1	1.2615782258299533e-16	5.5555555555555559e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2282999364	C	2	0	20	3	0	2	1	2.0943878096900196e-16	5.5555555555555559e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	2529614654	C	2	0	20	4	1	2	1	1.2615782258299533e-16	5.5555555555555559e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2551445896	C	2	0	20	0	1	2	1	2.7662341939919932e-16	5.5555555555555559e-13	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	2881154222	C	2	0	20	1	3	2	1	1.5158534213368129e-16	5.5555555555555559e-13	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	1480296070	B	1	1	5	2	1	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	358619778	B	1	0	10	1	2	2	1	2.0943878096900196e-16	2.7777777777777779e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	526552833	B	1	1	10	2	1	2	1	1.6517390187718504e-16	2.7777777777777779e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	578124656	B	1	0	10	2	1	2	1	1.6517390187718504e-16	2.7777777777777779e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1387422282	B	1	0	10	4	1	2	1	1.2615782258299533e-16	2.7777777777777779e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2185834201	B	1	0	10	2	0	2	1	1.6517390187718504e-16	2.7777777777777779e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	2974949657	B	1	0	10	2	1	2	1	1.7934566159820297e-16	2.7777777777777779e-13	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	3739933945	B	1	0	10	2	1	2	1	1.6517390187718504e-16	2.7777777777777779e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	458718453	B	1	1	20	2	1	2	1	1.7934566159820297e-16	5.5555555555555559e-13	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	805035513	B	1	0	20	1	2	2	1	2.0943878096900196e-16	5.5555555555555559e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	2511906212	B	1	0	20	3	0	2	1	2.0943878096900196e-16	5.5555555555555559e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	3015183690	B	1	0	20	2	0	2	1	1.2615782258299533e-16	5.5555555555555559e-13	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3459441748	B	1	0	20	2	0	2	1	1.6517390187718504e-16	5.5555555555555559e-13	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	3537117971	B	1	0	20	1	0	2	1	2.0943878096900196e-16	5.5555555555555559e-13	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1204618577	B	1	0	50	1	0	2	1	1.3857998236863647e-16	1.3888888888888889e-12	0.0436	1.3857998236863647e-16	0.0436
baseline1	2228964607	B	1	0	50	0	3	2	1	1.1431886277770274e-16	1.3888888888888889e-12	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	1173073351	B	1	0	100	0	2	2	1	1.5158534213368129e-16	2.7777777777777777e-12	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	2789900408	B	1	0	100	3	1	2	1	1.2615782258299533e-16	2.7777777777777777e-12	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2897250769	B	1	0	100	1	2	2	1	1.2615782258299533e-16	2.7777777777777777e-12	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2938087393	B	1	1	100	3	2	2	1	1.3857998236863647e-16	2.7777777777777777e-12	0.0436	1.3857998236863647e-16	0.0436
baseline1	4102789155	B	1	0	100	3	1	2	1	1.2615782258299533e-16	2.7777777777777777e-12	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3047524809	A	0	0	2	1	0	2	1	1.1431886277770274e-16	1	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	296355536	A	0	0	5	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	555001636	A	0	0	5	4	1	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	869446078	A	0	0	5	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	1441583064	A	0	0	5	1	3	1	0	1.2311999924207329e-08	1	0.045600000000000002	1.2311999924207329e-08	0.045600000000000002
baseline1	1881511351	A	0	0	5	2	0	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	2785635689	A	0	1	5	2	1	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	11384668	A	0	0	10	3	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	36388572	A	0	0	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	168337547	A	0	0	10	0	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	235766176	A	0	0	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	361448172	A	0	0	10	1	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	410879818	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	506139370	A	0	0	10	2	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	581727905	A	0	0	10	1	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	627938609	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	738246068	A	0	0	10	3	4	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	984584757	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	1016692647	A	0	0	10	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1017974888	A	0	0	10	1	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1031911855	A	0	1	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	1041098508	A	0	0	10	1	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1066414348	A	0	0	10	1	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1078766928	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	1098593361	A	0	0	10	2	1	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	1305036828	A	0	0	10	1	3	2	1	1.5158534213368129e-16	1	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	1482500791	A	0	0	10	3	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1559628402	A	0	0	10	1	3	2	1	1.5158534213368129e-16	1	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	1820145391	A	0	0	10	1	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1826914532	A	0	0	10	0	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1898761066	A	0	0	10	2	1	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	2010054352	A	0	0	10	1	3	2	1	1.5158534213368129e-16	1	0.045600000000000002	1.5158534213368129e-16	0.045600000000000002
baseline1	2010944987	A	0	0	10	2	0	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	2063315710	A	0	1	10	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	2135113717	A	0	0	10	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	2152536909	A	0	0	10	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2255395839	A	0	0	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	2277457209	A	0	0	10	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2601566917	A	0	0	10	0	2	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	2740226219	A	0	1	10	2	0	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	2901499394	A	0	0	10	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	3252159522	A	0	0	10	2	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	3383887645	A	0	0	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	3478806365	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	3576772521	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	3630986227	A	0	0	10	0	3	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	3657638704	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	0.0516	1.3931999902949688e-08	0.0516
baseline1	3697508707	A	0	0	10	2	1	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	3929062766	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	3960706723	A	0	1	10	3	1	2	1	1.1431886277770274e-16	1	0.039600000000000003	1.1431886277770274e-16	0.039600000000000003
baseline1	3987373990	A	0	0	10	2	1	2	1	1.7934566159820297e-16	1	0.049600000000000005	1.7934566159820297e-16	0.049600000000000005
baseline1	4254333340	A	0	0	10	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	98512147	A	0	0	20	3	2	1	0	1.1231999936921088e-08	1	0.041599999999999998	1.1231999936921088e-08	0.041599999999999998
baseline1	169241692	A	0	0	20	0	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	419934241	A	0	0	20	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	493022704	A	0	0	20	4	2	1	0	1.6631999861688291e-08	1	0.061600000000000002	1.6631999861688291e-08	0.061600000000000002
baseline1	498783114	A	0	0	20	3	1	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	586272333	A	0	0	20	2	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	843170851	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	1106941291	A	0	1	20	3	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1120091307	A	0	0	20	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1178027390	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	0.039600000000000003	1.069199994284057e-08	0.039600000000000003
baseline1	1263338062	A	0	0	20	2	0	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1352008924	A	0	0	20	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1597918552	A	0	0	20	0	1	2	1	2.7662341939919932e-16	1	0.061600000000000002	2.7662341939919932e-16	0.061600000000000002
baseline1	1721461483	A	0	0	20	2	0	2	1	1.2615782258299533e-16	1	0.041599999999999998	1.2615782258299533e-16	0.041599999999999998
baseline1	1802335222	A	0	0	20	2	0	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1885798770	A	0	0	20	1	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	1946888776	A	0	0	20	2	0	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	1960059410	A	0	0	20	0	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	2042829802	A	0	0	20	2	1	2	1	1.6517390187718504e-16	1	0.047600000000000003	1.6517390187718504e-16	0.047600000000000003
baseline1	2046070918	A	0	0	20	1	0	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	2094031497	A	0	0	20	1	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
baseline1	2163367617	A	0	0	20	0	2	2	1	2.0943878096900196e-16	1	0.053600000000000002	2.0943878096900196e-16	0.053600000000000002
